"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"4710"	"NC_035780.1"	5803363	5803363	"+"	2.22201626795312e-14	7.036880321771e-13	37.2812212133175
"4712"	"NC_035780.1"	5803424	5803424	"+"	1.17367930288273e-19	6.82268906210847e-18	-37.1474766751484
"4747"	"NC_035780.1"	6098112	6098112	"+"	6.33577620547439e-07	6.10911929349714e-06	-31.1011904761905
"4800"	"NC_035780.1"	6111303	6111303	"+"	8.26105292195663e-14	2.42590015872696e-12	30.1911667765326
"4844"	"NC_035780.1"	6353341	6353341	"+"	1.9706409331187e-13	5.51051723532644e-12	25.2216659629652
"4909"	"NC_035780.1"	6411821	6411821	"+"	1.06795073377884e-06	9.81127977717014e-06	-28.6830357142857
"4926"	"NC_035780.1"	6415424	6415424	"+"	1.62348638740848e-05	0.000113188413486879	30.0080857085102
"4949"	"NC_035780.1"	6431840	6431840	"+"	0.00024164464010074	0.00121558922496599	25.4385964912281
"5120"	"NC_035780.1"	6476736	6476736	"+"	0.00105082066825348	0.00428707371038651	26.7085474966686
"5290"	"NC_035780.1"	6540590	6540590	"+"	2.57566292927775e-21	1.79235543732391e-19	46.6975368190881
"5414"	"NC_035780.1"	6615159	6615159	"+"	8.57003901780514e-08	9.87054233281287e-07	-27.071217867678
"5428"	"NC_035780.1"	6617340	6617340	"+"	1.66923437409712e-05	0.000116015818151076	-25.0917332182171
"5477"	"NC_035780.1"	7225777	7225777	"+"	5.43172452572413e-05	0.000329818786715059	28.1453867660764
"5573"	"NC_035780.1"	7306039	7306039	"+"	0.000583298362732955	0.00259594124435387	25.2482269503546
"5630"	"NC_035780.1"	7393011	7393011	"+"	2.70651256245746e-08	3.42145681704818e-07	27.4350034108997
"5662"	"NC_035780.1"	7402192	7402192	"+"	1.45414979181627e-12	3.62031150521276e-11	42.0044918585065
"5677"	"NC_035780.1"	7403027	7403027	"+"	3.82347600437606e-10	6.60641469249466e-09	-30.3205128205128
"5750"	"NC_035780.1"	7525864	7525864	"+"	3.39404081912394e-13	9.19087297414389e-12	-26.8507751937984
"5759"	"NC_035780.1"	7530421	7530421	"+"	4.92711048214394e-12	1.13932043734036e-10	25.6868131868132
"5770"	"NC_035780.1"	7539126	7539126	"+"	1.21754400971434e-15	4.51532162253975e-14	-33.4188034188034
"5806"	"NC_035780.1"	7577620	7577620	"+"	2.41899586804292e-14	7.61595900501717e-13	-29.062374961099
"5880"	"NC_035780.1"	7967153	7967153	"+"	4.67900698675082e-06	3.71436057156674e-05	-29.9847548744283
"5881"	"NC_035780.1"	7967171	7967171	"+"	0.00032402809364463	0.00156647104749007	-28.6021505376344
"5919"	"NC_035780.1"	8049113	8049113	"+"	1.84979569040638e-45	9.331848657924e-43	38.5013846195209
"5960"	"NC_035780.1"	8083681	8083681	"+"	9.76297278823466e-09	1.33949212560079e-07	27.4059734513274
"6105"	"NC_035780.1"	8268245	8268245	"+"	6.85415376136188e-08	8.04572079437481e-07	-30.8797626772967
"6140"	"NC_035780.1"	8271416	8271416	"+"	0.000128137947883342	0.000700711513996801	30.0980392156863
"6153"	"NC_035780.1"	8279121	8279121	"+"	3.022025036607e-19	1.68482272077755e-17	27.4430812427516
"6159"	"NC_035780.1"	8279706	8279706	"+"	7.73361661297307e-09	1.08162896173026e-07	29.1458541458541
"6209"	"NC_035780.1"	8286451	8286451	"+"	4.2222068744457e-31	7.25564165312745e-29	39.9831250329589
"6215"	"NC_035780.1"	8292023	8292023	"+"	8.42772108569582e-13	2.16677849628732e-11	42.26401179941
"6225"	"NC_035780.1"	8517722	8517722	"+"	4.4603741400383e-09	6.49160329483685e-08	25.1475796930342
"6241"	"NC_035780.1"	8522109	8522109	"+"	1.22933858639356e-11	2.68526874297632e-10	-30.3564602446483
"6250"	"NC_035780.1"	8527561	8527561	"+"	1.09701919549384e-16	4.59395821258022e-15	39.2476489028213
"6287"	"NC_035780.1"	8647735	8647735	"+"	3.68556558721788e-13	9.91803911672445e-12	38.1022563778643
"6338"	"NC_035780.1"	8668238	8668238	"+"	3.0348813779464e-12	7.22492783798968e-11	-28.1502281502282
"6339"	"NC_035780.1"	8668572	8668572	"+"	4.89495954301766e-05	0.000300982876186812	31.0820624546115
"6341"	"NC_035780.1"	8668597	8668597	"+"	1.42417363191844e-09	2.24438925877638e-08	32.4201992906604
"6344"	"NC_035780.1"	8680636	8680636	"+"	2.24468157766233e-08	2.88111690598613e-07	-25.506976744186
"6357"	"NC_035780.1"	8683296	8683296	"+"	1.21205251131596e-21	8.70358033209076e-20	49.7616229923922
"6382"	"NC_035780.1"	8693237	8693237	"+"	1.62525639453995e-12	4.02231486623541e-11	30.8742397710369
"6385"	"NC_035780.1"	8693288	8693288	"+"	8.98883317830873e-22	6.54004511216877e-20	-52.283522104494
"6386"	"NC_035780.1"	8693297	8693297	"+"	1.20175536027779e-09	1.91876211231981e-08	-34.0095662213426
"6400"	"NC_035780.1"	8712124	8712124	"+"	2.25767877984331e-50	1.63207613009018e-47	37.0513283180191
"6408"	"NC_035780.1"	8712608	8712608	"+"	2.9590948597893e-15	1.0491964503362e-13	-32.3251748251748
"6443"	"NC_035780.1"	8798371	8798371	"+"	9.87642417943195e-15	3.26687246874944e-13	-30.8887847547641
"6448"	"NC_035780.1"	8799363	8799363	"+"	6.60750861489022e-12	1.50014166405089e-10	-26.6649246581308
