"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"23682"	"NC_035780.1"	31302905	31302905	"+"	8.46636477075717e-18	4.02624063093864e-16	-60.3289335847475
"23683"	"NC_035780.1"	31302935	31302935	"+"	1.00954268196262e-17	4.74773489640889e-16	-58.2879612825166
"23684"	"NC_035780.1"	31303160	31303160	"+"	5.76351771861839e-40	1.93461496669873e-37	-58.0637211758493
"23689"	"NC_035780.1"	31303208	31303208	"+"	1.23290644624375e-59	1.65323314224974e-56	-60.6948757763975
"24729"	"NC_035780.1"	32447268	32447268	"+"	1.883168387765e-38	5.71348922507235e-36	63.4901556776557
"25065"	"NC_035780.1"	32717031	32717031	"+"	8.45711739466131e-27	9.88120517771098e-25	-52.5962264150943
"25184"	"NC_035780.1"	32766798	32766798	"+"	3.6984292636719e-19	2.04343919396441e-17	58.1214689265537
"25213"	"NC_035780.1"	32781382	32781382	"+"	2.07697538447448e-58	2.51176419206221e-55	51.0166753765024
"25286"	"NC_035780.1"	32787977	32787977	"+"	2.34285248595573e-56	2.42530423317703e-53	-60.2310773935089
"26755"	"NC_035780.1"	35969129	35969129	"+"	3.61526679125619e-15	1.26744055599586e-13	-53.350874477635
"27676"	"NC_035780.1"	38014598	38014598	"+"	1.27345457419022e-19	7.38113728737261e-18	-50.2692702980473
"27952"	"NC_035780.1"	38085953	38085953	"+"	1.34635907565697e-25	1.40838858226669e-23	59.5918367346939
"28047"	"NC_035780.1"	38132129	38132129	"+"	2.38715783804869e-19	1.3456593436089e-17	55.3359683794466
"28081"	"NC_035780.1"	38236494	38236494	"+"	9.95989456119202e-14	2.89325738686416e-12	50.4091954022988
"28526"	"NC_035780.1"	39872842	39872842	"+"	1.72797428917668e-84	9.51482285286454e-81	52.3416703232412
"34368"	"NC_035780.1"	43327057	43327057	"+"	2.30284094112487e-12	5.57658511902553e-11	50.7661290322581
"35517"	"NC_035780.1"	48579389	48579389	"+"	1.36544324256901e-45	6.94252030888424e-43	-57.8515644809574
"35609"	"NC_035780.1"	49916826	49916826	"+"	1.31356184731671e-23	1.14460427900506e-21	-52.0442689976033
"36488"	"NC_035780.1"	54074031	54074031	"+"	2.7367620211442e-21	1.89731890093066e-19	-52.4193548387097
"36750"	"NC_035780.1"	54211053	54211053	"+"	4.5525805411118e-66	8.23915909484767e-63	-62.8450920245399
"38065"	"NC_035780.1"	55852213	55852213	"+"	1.30976739966275e-14	4.27016218893099e-13	58.0645161290323
"39354"	"NC_035780.1"	57337101	57337101	"+"	2.12957401925827e-10	3.83661656995944e-09	-54.8387096774194
"39648"	"NC_035780.1"	58135768	58135768	"+"	4.02294130184559e-42	1.59682524083128e-39	74.6984587893679
"41331"	"NC_035780.1"	60359487	60359487	"+"	1.51318427752221e-138	9.79023502293418e-134	71.1262534490881
"41531"	"NC_035780.1"	60587462	60587462	"+"	3.47772908122361e-43	1.4876530637871e-40	-74.1221174004193
"42979"	"NC_035780.1"	62750218	62750218	"+"	4.55944265357327e-51	3.4401622538453e-48	53.6949479029857
"43097"	"NC_035780.1"	62782869	62782869	"+"	2.82198241639172e-18	1.41755441091722e-16	-50.4156010230179
"44671"	"NC_035781.1"	275905	275905	"+"	1.37738219756852e-17	6.37453619548054e-16	53.7047222440481
"45358"	"NC_035781.1"	631437	631437	"+"	2.43627110549684e-42	9.85160360865547e-40	-60.7191644074564
"45375"	"NC_035781.1"	631900	631900	"+"	2.63764129012244e-48	1.68132235651137e-45	-57.7343905734346
"46163"	"NC_035781.1"	783410	783410	"+"	3.40357154006391e-29	4.87189305185118e-27	-50.283243887895
"47419"	"NC_035781.1"	1730674	1730674	"+"	7.05230362949245e-36	1.77196470085823e-33	51.9630435710323
"47583"	"NC_035781.1"	1874188	1874188	"+"	4.86980778688703e-16	1.8912028778666e-14	-51.5508021390374
"47741"	"NC_035781.1"	2169469	2169469	"+"	3.44002082074853e-17	1.52757596571234e-15	-58.130081300813
"47856"	"NC_035781.1"	2277405	2277405	"+"	2.38469787846999e-57	2.70682268195237e-54	57.4353123861134
"48250"	"NC_035781.1"	2383029	2383029	"+"	5.43557258711535e-43	2.29106925456889e-40	67.0758928571429
"49889"	"NC_035781.1"	3401689	3401689	"+"	2.8233711556776e-79	1.0589615011056e-75	50.8032128514056
"51984"	"NC_035781.1"	5035160	5035160	"+"	3.88147916576505e-19	2.13727639934594e-17	-51.6328828828829
"52428"	"NC_035781.1"	5386448	5386448	"+"	6.31432273508759e-24	5.66032385998625e-22	50.5489679402723
"53336"	"NC_035781.1"	5648772	5648772	"+"	2.72428851087425e-90	2.07365006892553e-86	-53.2287292338075
"53342"	"NC_035781.1"	5652042	5652042	"+"	9.99641087717148e-28	1.27127929415964e-25	63.4633911368015
"53780"	"NC_035781.1"	5855168	5855168	"+"	3.75449331342164e-99	4.22459215155975e-95	-55.3068049196517
"54038"	"NC_035781.1"	5928087	5928087	"+"	7.46696649540333e-17	3.18411213445919e-15	52.176220806794
"55337"	"NC_035781.1"	7626511	7626511	"+"	3.52747736574691e-12	8.31955592075485e-11	-56.0918060918061
"56535"	"NC_035781.1"	9369564	9369564	"+"	5.88581314270141e-30	9.07769950931656e-28	51.9350462815193
"57592"	"NC_035781.1"	10383011	10383011	"+"	1.23306040539502e-57	1.4182837369282e-54	-58.7995327522689
"57663"	"NC_035781.1"	10427420	10427420	"+"	7.34069841643686e-74	1.9997470526772e-70	60.7092876801791
"57669"	"NC_035781.1"	10427643	10427643	"+"	4.04392645431604e-70	9.02207738943455e-67	63.578481266577
"57699"	"NC_035781.1"	10430445	10430445	"+"	3.8020179096122e-21	2.58935651543339e-19	-52.0833333333333
"58921"	"NC_035781.1"	11960873	11960873	"+"	6.72231539253264e-80	2.63594435273413e-76	53.1686691074099
"59672"	"NC_035781.1"	13033011	13033011	"+"	1.27732122527843e-94	1.10189487436256e-90	-64.8448204987668
"60153"	"NC_035781.1"	13281050	13281050	"+"	1.0700218435283e-21	7.73951232096334e-20	-51.4929742388759
"60795"	"NC_035781.1"	13841609	13841609	"+"	1.0472581443278e-41	4.03917356124857e-39	54.39604759024
"63046"	"NC_035781.1"	19453325	19453325	"+"	1.06506815185886e-65	1.88792975511357e-62	-50.6057104338196
"64047"	"NC_035781.1"	20126030	20126030	"+"	3.03566919628151e-11	6.26096422738618e-10	-52.370820668693
"64201"	"NC_035781.1"	20200245	20200245	"+"	3.19495686766719e-25	3.22987952120683e-23	-68.60982016569
"64721"	"NC_035781.1"	20620124	20620124	"+"	6.20264952061915e-42	2.43956636626711e-39	57.7653631284916
"67594"	"NC_035781.1"	22901073	22901073	"+"	1.09193667808556e-68	2.31632189399821e-65	54.5212067328093
"68091"	"NC_035781.1"	23710327	23710327	"+"	8.42454066830098e-28	1.07507699605281e-25	-54.5717994385245
"68757"	"NC_035781.1"	24474568	24474568	"+"	3.45344020244e-08	4.28674845288611e-07	53.0612244897959
"68925"	"NC_035781.1"	25635630	25635630	"+"	2.12966846917423e-34	4.75953725168404e-32	54.102679915688
"69521"	"NC_035781.1"	26609797	26609797	"+"	1.06968971497326e-78	3.84491384117328e-75	-55.1570180092699
"70411"	"NC_035781.1"	28525220	28525220	"+"	3.44255838976761e-18	1.71299363808509e-16	50.6208425720621
"70440"	"NC_035781.1"	28992819	28992819	"+"	4.65879615365645e-22	3.48565528263087e-20	52.9083204930662
"70474"	"NC_035781.1"	29126964	29126964	"+"	1.16075549193079e-18	6.10076071783855e-17	51.989247311828
"70629"	"NC_035781.1"	29178319	29178319	"+"	7.18676478983721e-22	5.27188761660753e-20	-55.3841991341991
"70965"	"NC_035781.1"	29385293	29385293	"+"	4.06393263338884e-33	8.11526651814743e-31	56.0455530307034
"71686"	"NC_035781.1"	29765550	29765550	"+"	2.37395591462527e-12	5.73646657646079e-11	-51.3917262512768
"72110"	"NC_035781.1"	29991126	29991126	"+"	8.17823004938504e-54	7.37460417318888e-51	-50.5859223271962
"72282"	"NC_035781.1"	30062223	30062223	"+"	1.06788601261376e-18	5.63784172991471e-17	60.7400194741967
"72417"	"NC_035781.1"	30153251	30153251	"+"	9.31120277006302e-137	4.81944544728589e-132	60.3183023872679
"73163"	"NC_035781.1"	30488985	30488985	"+"	1.08584609502793e-57	1.2601571255613e-54	53.5398824517212
"73914"	"NC_035781.1"	30789624	30789624	"+"	1.40822393607859e-27	1.75557150692323e-25	-57.1975318284777
"73941"	"NC_035781.1"	30803514	30803514	"+"	3.26306460540598e-38	9.68434998710237e-36	-51.7705220839898
"74091"	"NC_035781.1"	30827586	30827586	"+"	1.84910671195746e-26	2.08789498147369e-24	55.2655677655678
"74583"	"NC_035781.1"	31150011	31150011	"+"	2.93169825135558e-09	4.39964218928862e-08	53.5142118863049
"75134"	"NC_035781.1"	32146060	32146060	"+"	9.57434655560303e-38	2.76234544875086e-35	52.2772153480815
"77633"	"NC_035781.1"	37444182	37444182	"+"	4.17574291593903e-27	4.98926520361062e-25	56.4884302689181
"78245"	"NC_035781.1"	39583209	39583209	"+"	2.1210531460624e-07	2.25848501723843e-06	-50.2747252747253
"81213"	"NC_035781.1"	42529449	42529449	"+"	3.9538549269496e-21	2.68640227361284e-19	-50.6981032665964
"81481"	"NC_035781.1"	43050289	43050289	"+"	7.19568316568615e-127	3.10371668492325e-122	62.2496316886064
"81519"	"NC_035781.1"	43054123	43054123	"+"	8.7163069639327e-30	1.32147905483829e-27	-60.0945906000591
"81792"	"NC_035781.1"	43382431	43382431	"+"	3.15330838737188e-11	6.48756343723879e-10	52.2161172161172
"81836"	"NC_035781.1"	43563162	43563162	"+"	5.98098273802582e-19	3.23348172079149e-17	56.3768115942029
"81927"	"NC_035781.1"	44165243	44165243	"+"	2.31679815285738e-17	1.04785606991824e-15	-53.4722222222222
"82093"	"NC_035781.1"	45110113	45110113	"+"	2.39462931834127e-103	3.4429211692663e-99	65.184450895702
"82094"	"NC_035781.1"	45110120	45110120	"+"	5.84854629622765e-88	3.88100867704636e-84	64.8707889857123
"82095"	"NC_035781.1"	45110204	45110204	"+"	2.89208324660839e-13	7.90855877790495e-12	-51.2636100289681
"82464"	"NC_035781.1"	46701098	46701098	"+"	5.72752297046273e-28	7.4523517470724e-26	54.4614543466375
"82536"	"NC_035781.1"	47215728	47215728	"+"	1.32841491130614e-22	1.05199332135716e-20	52.0504385964912
"82556"	"NC_035781.1"	47331063	47331063	"+"	1.16986758240376e-16	4.87692736084895e-15	-56.1057692307692
"83051"	"NC_035781.1"	49000883	49000883	"+"	6.98932584109471e-33	1.37972929230141e-30	61.1087795870405
"83422"	"NC_035781.1"	49178843	49178843	"+"	8.49226784648732e-21	5.57247419195198e-19	-51.1500754147813
"83779"	"NC_035781.1"	50711255	50711255	"+"	2.14225272409355e-80	8.9421160733246e-77	-71.93893037091
"84500"	"NC_035781.1"	52592743	52592743	"+"	1.63547470835134e-107	2.82171964673824e-103	51.5959490703051
"85736"	"NC_035781.1"	52956462	52956462	"+"	4.07924409341679e-65	7.13311567153221e-62	-53.6219485212774
"86083"	"NC_035781.1"	53358700	53358700	"+"	7.38592661008781e-36	1.85219445363811e-33	56.9805289160128
"86085"	"NC_035781.1"	53358849	53358849	"+"	5.12212749173773e-24	4.63009950701116e-22	-55.9090909090909
"86106"	"NC_035781.1"	53364502	53364502	"+"	2.18518927180629e-55	2.12602668707722e-52	-58.8854149688088
"86150"	"NC_035781.1"	53374026	53374026	"+"	3.68690012528901e-25	3.70117609750072e-23	-57.1625978811608
"87132"	"NC_035781.1"	53674858	53674858	"+"	1.06876056119892e-26	1.23094496314867e-24	68.3216494845361
"87422"	"NC_035781.1"	54151549	54151549	"+"	1.69940154342897e-18	8.75925310259151e-17	54.6332046332046
"88656"	"NC_035781.1"	54715614	54715614	"+"	3.80026880917724e-33	7.59461630719408e-31	56.4012636538873
"88664"	"NC_035781.1"	54716977	54716977	"+"	1.24609225178817e-10	2.3358428182505e-09	-52.4872698785742
"88724"	"NC_035781.1"	54737384	54737384	"+"	1.64239234745561e-20	1.04562907678449e-18	56.7620650953984
"88922"	"NC_035781.1"	54790380	54790380	"+"	1.53949945936751e-20	9.82297147920081e-19	61.1523506539413
"88948"	"NC_035781.1"	54799287	54799287	"+"	8.99482437892358e-89	6.29147177963927e-85	55.4419665700154
"89303"	"NC_035781.1"	56224735	56224735	"+"	1.13662578230464e-25	1.19770656267257e-23	58.3225806451613
"89329"	"NC_035781.1"	56296257	56296257	"+"	7.22237719824621e-25	7.00839287260756e-23	63.1414267834793
"91371"	"NC_035781.1"	59274789	59274789	"+"	3.06628843856954e-38	9.14228106822986e-36	51.7533936651584
"91375"	"NC_035781.1"	59274912	59274912	"+"	5.33422665209681e-40	1.79284204479617e-37	61.2453531598513
"91663"	"NC_035781.1"	59590230	59590230	"+"	2.65723789691482e-18	1.3387998341045e-16	51.3275323516287
"91805"	"NC_035781.1"	59604046	59604046	"+"	1.152104224698e-44	5.45086883302658e-42	55.3857499432721
"91819"	"NC_035781.1"	59605797	59605797	"+"	3.9740455003877e-31	6.84737623522344e-29	-53.5464535464535
"91976"	"NC_035781.1"	59696863	59696863	"+"	3.27228026708014e-26	3.62525820091267e-24	-51.6698422779718
"91991"	"NC_035781.1"	59698880	59698880	"+"	1.18936229803391e-21	8.55251037258441e-20	66.4713759625042
"92096"	"NC_035781.1"	59716718	59716718	"+"	5.79958408096653e-71	1.37699270622242e-67	54.1202672605791
"92101"	"NC_035781.1"	59717178	59717178	"+"	5.14083215516673e-55	4.9093661346863e-52	56.1371073298429
"92261"	"NC_035781.1"	59742650	59742650	"+"	2.11141225960939e-27	2.58359214735279e-25	-65.0485436893204
"93316"	"NC_035782.1"	3352882	3352882	"+"	1.25274542232564e-18	6.55761100717846e-17	56.9444444444444
"93613"	"NC_035782.1"	4508266	4508266	"+"	1.10308142583608e-11	2.42483234496502e-10	-50.5148741418764
"94131"	"NC_035782.1"	4729349	4729349	"+"	3.37213228460818e-15	1.18734944265954e-13	55.3534303534303
"94724"	"NC_035782.1"	6260448	6260448	"+"	5.62231929676765e-31	9.56009355301685e-29	-54.2799776343212
"94795"	"NC_035782.1"	6425689	6425689	"+"	3.26669576843391e-22	2.47486843504553e-20	55.3931835491241
"94865"	"NC_035782.1"	6675420	6675420	"+"	1.11109217121098e-43	4.90697403813023e-41	-65.1284686536485
"94876"	"NC_035782.1"	6685311	6685311	"+"	3.10141069007364e-23	2.61020999340506e-21	-50.8384279475983
"94877"	"NC_035782.1"	6685344	6685344	"+"	1.77378816179684e-24	1.66807130404014e-22	-68.4149184149184
"94878"	"NC_035782.1"	6685350	6685350	"+"	1.02457291537081e-27	1.3017066717477e-25	-50.228851010101
"94914"	"NC_035782.1"	6690565	6690565	"+"	9.49172665630835e-96	8.47048960162718e-92	-65.6696000603195
"94952"	"NC_035782.1"	6704213	6704213	"+"	1.48439775816021e-56	1.5616239873273e-53	53.7268537401093
"95680"	"NC_035782.1"	6897407	6897407	"+"	1.27939257985638e-35	3.14738141816668e-33	-53.6407192712647
"96163"	"NC_035782.1"	8707638	8707638	"+"	1.03370746159824e-47	6.35443357148384e-45	52.2722044461175
"98820"	"NC_035782.1"	15147633	15147633	"+"	5.90077749005831e-46	3.10388358568292e-43	-68.4925767851064
"98822"	"NC_035782.1"	15148527	15148527	"+"	1.60036347398969e-25	1.6606704971047e-23	-50.0434782608696
"99017"	"NC_035782.1"	15285001	15285001	"+"	9.62300616328891e-25	9.28567072144915e-23	-54.1284403669725
"99045"	"NC_035782.1"	15347936	15347936	"+"	5.16207884232923e-32	9.55605742035588e-30	55.660303856642
"100370"	"NC_035782.1"	19354458	19354458	"+"	1.82096384754015e-33	3.72834024109439e-31	53.6017494211474
"101406"	"NC_035782.1"	20856834	20856834	"+"	3.31297619663273e-36	8.5482786635403e-34	-59.3838754008246
"103870"	"NC_035782.1"	22251781	22251781	"+"	1.61196365484413e-35	3.93555534218455e-33	-52.5861421815179
"104102"	"NC_035782.1"	22559284	22559284	"+"	7.15075295196457e-57	7.61564671406889e-54	52.5774922537654
"104168"	"NC_035782.1"	22569028	22569028	"+"	2.90337225093711e-23	2.45310994773704e-21	-50.1156236450354
"104800"	"NC_035782.1"	23870429	23870429	"+"	8.51285756691598e-32	1.54930548829033e-29	74.0659340659341
"106351"	"NC_035782.1"	25351682	25351682	"+"	2.4597664469958e-30	3.92710168762731e-28	52.7054985278905
"106493"	"NC_035782.1"	26339742	26339742	"+"	9.61415661687116e-56	9.68142661716838e-53	-59.5431742170873
"106495"	"NC_035782.1"	26344077	26344077	"+"	7.38636513830105e-12	1.66673482123682e-10	-51.313535122787
"107835"	"NC_035782.1"	29760017	29760017	"+"	6.78595007521677e-31	1.1440989026416e-28	50.1901402391809
"107880"	"NC_035782.1"	29947819	29947819	"+"	3.20194583198098e-50	2.29545121597932e-47	56.0986660867044
"112122"	"NC_035782.1"	34280755	34280755	"+"	4.87406131722199e-10	8.27797876295548e-09	-50.3968253968254
"113799"	"NC_035782.1"	34498894	34498894	"+"	6.09478805265885e-32	1.1218494401489e-29	-55.0220750551876
"113800"	"NC_035782.1"	34498896	34498896	"+"	2.66880814384858e-46	1.43593098353473e-43	-71.5532178217822
"117286"	"NC_035782.1"	35693356	35693356	"+"	4.99878801435817e-31	8.53912509162805e-29	-55.8318425760286
"118337"	"NC_035782.1"	37370861	37370861	"+"	2.52435962143793e-58	3.02453602906342e-55	73.6453797774552
"118339"	"NC_035782.1"	37370873	37370873	"+"	7.35937025716625e-42	2.86836135426164e-39	75.1627767204247
"118341"	"NC_035782.1"	37370882	37370882	"+"	1.28929517575192e-25	1.35142689106636e-23	68.0344827586207
"118415"	"NC_035782.1"	37843186	37843186	"+"	9.31676151175303e-45	4.4486371145943e-42	-55.525050305242
"120589"	"NC_035782.1"	41847824	41847824	"+"	3.44550372518057e-54	3.18460799548849e-51	-54.1447289337661
"120991"	"NC_035782.1"	43017703	43017703	"+"	2.3123235640266e-25	2.36344876608466e-23	54.4062666904041
"121357"	"NC_035782.1"	45180769	45180769	"+"	7.13839367386188e-32	1.30558557760976e-29	-62.4988105433438
"121502"	"NC_035782.1"	45857196	45857196	"+"	8.46392282619501e-52	6.65789720500109e-49	52.1154543173391
"122407"	"NC_035782.1"	46793651	46793651	"+"	8.29506275346447e-11	1.60085570008828e-09	58.9169000933707
"124177"	"NC_035782.1"	48662583	48662583	"+"	2.23895348009552e-34	4.99084565277329e-32	60.8333333333333
"124338"	"NC_035782.1"	48688411	48688411	"+"	1.3455649858059e-26	1.53608216237776e-24	-58.6345381526104
"124339"	"NC_035782.1"	48688414	48688414	"+"	2.49551011097302e-28	3.3497592337002e-26	-56.0606060606061
"124832"	"NC_035782.1"	49571337	49571337	"+"	2.47977982839968e-25	2.52861548893761e-23	-58.6215022091311
"124860"	"NC_035782.1"	49575757	49575757	"+"	4.81909358882773e-29	6.81515220497883e-27	-61.1528822055138
"125051"	"NC_035782.1"	49656583	49656583	"+"	4.14284224889005e-11	8.36905947201515e-10	53.7116206762534
"125269"	"NC_035782.1"	49693131	49693131	"+"	1.87537203210949e-09	2.89878126927798e-08	51.3240857503153
"126017"	"NC_035782.1"	50390336	50390336	"+"	3.77249355729199e-27	4.52416416113047e-25	50.8443113772455
"126081"	"NC_035782.1"	50620241	50620241	"+"	6.47727927354317e-34	1.37627944238902e-31	55.616550754083
"126965"	"NC_035782.1"	51594719	51594719	"+"	5.01697827911452e-52	4.00736129494551e-49	-55.2398184197347
"129155"	"NC_035782.1"	53681703	53681703	"+"	8.11509253351868e-117	2.10017152084347e-112	-63.7714533637039
"129216"	"NC_035782.1"	53693368	53693368	"+"	1.35843971280143e-30	2.22226158450743e-28	61.3897051853256
"132452"	"NC_035782.1"	57056677	57056677	"+"	1.99592282742442e-08	2.5880118213848e-07	53.2467532467533
"132468"	"NC_035782.1"	57057399	57057399	"+"	3.47639988652648e-24	3.18924533983194e-22	51.7838196286472
"133612"	"NC_035782.1"	58675231	58675231	"+"	1.22005087918505e-15	4.52359596781877e-14	52.4660253473813
"133615"	"NC_035782.1"	58675270	58675270	"+"	1.79728530637748e-33	3.68277309672695e-31	50.7915677788636
"134021"	"NC_035782.1"	58948371	58948371	"+"	3.30758061270162e-34	7.21750406765488e-32	-50.4939418972876
"135953"	"NC_035782.1"	61203971	61203971	"+"	2.55039283458132e-14	7.99657295320984e-13	51.4949845679012
"137786"	"NC_035782.1"	63438237	63438237	"+"	4.00900406529382e-36	1.02118417812963e-33	68.0871828236825
"138009"	"NC_035782.1"	63514945	63514945	"+"	2.91690042301386e-57	3.26791620725211e-54	50.8899987194263
"138084"	"NC_035782.1"	63564042	63564042	"+"	1.0131098338124e-35	2.51864576279059e-33	-55.5155605549306
"139095"	"NC_035782.1"	64758096	64758096	"+"	4.21795650020339e-62	6.49761692656729e-59	53.1891025641026
"140175"	"NC_035782.1"	65377029	65377029	"+"	7.60624663879606e-24	6.78085810507811e-22	51.6207429851971
"140238"	"NC_035782.1"	65431229	65431229	"+"	3.37143897026274e-40	1.14654719032157e-37	-58.4490740740741
"142120"	"NC_035782.1"	67715553	67715553	"+"	6.46218657483118e-28	8.37876952522356e-26	57.4175824175824
"147832"	"NC_035783.1"	2891929	2891929	"+"	9.155442835415e-30	1.38238759011819e-27	52.8845098856729
"148271"	"NC_035783.1"	4336101	4336101	"+"	2.09542331969692e-26	2.35165581067021e-24	63.7449079926956
"149212"	"NC_035783.1"	6430848	6430848	"+"	9.44920082800152e-42	3.64990503836947e-39	-52.7257924562663
"149833"	"NC_035783.1"	8555953	8555953	"+"	3.56408628504956e-25	3.58205512395119e-23	-59.0686274509804
"151615"	"NC_035783.1"	10907089	10907089	"+"	7.99410665973764e-121	2.58607573974366e-116	-67.3834738617201
"156104"	"NC_035783.1"	15005744	15005744	"+"	2.48953789134321e-85	1.46429086462383e-81	-50.6423849854558
"156862"	"NC_035783.1"	16217947	16217947	"+"	1.04308181719884e-27	1.32457173662112e-25	53.2319294105576
"159030"	"NC_035783.1"	17850325	17850325	"+"	5.05884087487448e-15	1.74121429036126e-13	54.9563172043011
"159680"	"NC_035783.1"	18125850	18125850	"+"	1.20138280181872e-66	2.25301256028288e-63	-51.8411959460436
"161700"	"NC_035783.1"	19526093	19526093	"+"	6.98535037927819e-42	2.73494139146222e-39	50.0672109927313
"161752"	"NC_035783.1"	19545474	19545474	"+"	8.18739320852375e-17	3.47471762381149e-15	50.4852624011503
"162197"	"NC_035783.1"	19594385	19594385	"+"	8.88964468448203e-13	2.27869725964143e-11	51.4217379750199
"163009"	"NC_035783.1"	19856041	19856041	"+"	3.04308452839066e-18	1.52329761319043e-16	50.6929637526653
"165485"	"NC_035783.1"	20710046	20710046	"+"	7.42699759179713e-21	4.90580340277138e-19	61.1653272101033
"165486"	"NC_035783.1"	20710064	20710064	"+"	7.66729460929741e-28	9.83778985691721e-26	61.7194570135747
"165487"	"NC_035783.1"	20710092	20710092	"+"	1.1490087093927e-31	2.07365000912609e-29	83.9833315525163
"165503"	"NC_035783.1"	20719352	20719352	"+"	1.28236069406312e-52	1.07402157887117e-49	52.9867221244601
"166422"	"NC_035783.1"	20844035	20844035	"+"	6.67352436250411e-26	7.19323715523846e-24	70.4526315789474
"166427"	"NC_035783.1"	20844475	20844475	"+"	1.5795806408661e-55	1.54845705194237e-52	65.5899585262557
"166547"	"NC_035783.1"	20856441	20856441	"+"	5.08697893483807e-55	4.8759300178444e-52	55.1671377994895
"167201"	"NC_035783.1"	20953373	20953373	"+"	1.74963670408923e-48	1.12637529490806e-45	56.572943642866
"167240"	"NC_035783.1"	20959328	20959328	"+"	1.94075231966652e-44	8.96898660898838e-42	50.3531567549559
"167541"	"NC_035783.1"	21066969	21066969	"+"	5.07715074398056e-111	1.01073660499723e-106	56.1989417681775
